UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Cullen Frazier,@cullenf,2010-01-01T19:19:24.000Z,"Cullen Frazier
@cullenf
·
Jan 1, 2010","Since 2001, $AAPL continues to overdeliver.It would be a major downfall if Apple merely came out with a Kindle/.. http://bit.ly/8x3iqR",,,,,[],https://twitter.com/cullenf/status/7276428840
Aldrin Tan,@forexmillions,2010-01-01T12:26:19.000Z,"Aldrin Tan
@forexmillions
·
Jan 1, 2010","Technical Analysis: GOOG, AAPL, AMZN - Stock Traders Daily http://twa.lk/CDoGI",,,,,[],https://twitter.com/forexmillions/status/7268150269
sanebull,@sanebull,2010-01-01T22:01:03.000Z,"sanebull
@sanebull
·
Jan 1, 2010","Fri Jan 01 2010 most active symbols 
$aapl(3),$spy(1),$c(1),$tza(1),$cris(1)
http://tinyurl.com/y97qrjy",,,,,[],https://twitter.com/sanebull/status/7280218268
Julian,@pinotcanoz,2010-01-02T06:27:58.000Z,"Julian
@pinotcanoz
·
Jan 2, 2010",Kaufman analyst ups AAPL price target to $253...http://p.gs/2vlll,,,,,[],https://twitter.com/pinotcanoz/status/7292590161
Julian,@pinotcanoz,2010-01-02T00:07:02.000Z,"Julian
@pinotcanoz
·
Jan 1, 2010",Hot Forum Topic: Speculating on an AAPL Split...http://mint.macobserver.com/feeder/?FeederAction=clicked,,,,,[],https://twitter.com/pinotcanoz/status/7283168877
Paul Lopez,@lopezunwired,2010-01-02T17:11:31.000Z,"Paul Lopez
@lopezunwired
·
Jan 2, 2010",Watch for $AAPL stock split in first quarter 2010.,,,,,[],https://twitter.com/lopezunwired/status/7304180863
spooz,@spoozman,2010-01-02T02:37:11.000Z,"spooz
@spoozman
·
Jan 1, 2010",$AAPL on #1 Twitter StockMarket Lists http://nxy.in/mmyqg The Real Futures Secret http://nxy.in/a49wu #1 Traders Toolbox http://nxy.in/p4apq,,,,,[],https://twitter.com/spoozman/status/7286867166
Johnny Venom,@johnnyvenom,2010-01-02T00:43:47.000Z,"Johnny Venom
@johnnyvenom
·
Jan 1, 2010","More word coming from #China manufacturers, #Apple device code name is ""Newton."" #tech $aapl #stocks",,,,,[],https://twitter.com/johnnyvenom/status/7284049446
Brokerz figures,@brokerz_figures,2010-01-02T01:13:39.000Z,"Brokerz figures
@brokerz_figures
·
Jan 1, 2010","RT 
@TraderFlorida
 - http://brokerz.com/_V3U/ $AAPL - looking very good for higher prices into earnings this month - next entry at 213.00...",,,,,[],https://twitter.com/brokerz_figures/status/7284771817
Arrgh (he/him/his) @alexcruise@mastodon.social,Arrgh (he/him/his) @alexcruise@mastodon.social,2010-01-02T01:47:44.000Z,"Arrgh (he/him/his) @alexcruise@mastodon.social
@alexcruise
·
Jan 1, 2010","Replying to 
@dpp",🐀,,,,[],https://twitter.com/alexcruise/status/7285622086
Infowebs,@infowebs,2010-01-02T21:15:08.000Z,"Infowebs
@infowebs
·
Jan 2, 2010",Tech Stock #2: Apple (AAPL) - BloggingStocks (blog)... http://tinyurl.com/y9cgmjb,,,,,[],https://twitter.com/infowebs/status/7310055992
bnetTech,@bnetTech,2010-01-02T17:00:09.000Z,"bnetTech
@bnetTech
·
Jan 2, 2010",http://bit.ly/7zMm2w $AAPL $GOOG This is why Apple denied Google Latitude from the App Store...,,,,,[],https://twitter.com/bnetTech/status/7303902073
gadget centre,@gadgetspot1,2010-01-02T18:13:44.000Z,"gadget centre
@gadgetspot1
·
Jan 2, 2010",The Decade in Tech Stocks: Hope You Had GOOG and AAPL [Y2k10] http://bit.ly/6rh96o,,,,,[],https://twitter.com/gadgetspot1/status/7305695245
BoardCentral,@BoardCentral,2010-01-02T18:30:12.000Z,"BoardCentral
@BoardCentral
·
Jan 2, 2010",Twitter Stock buzz: $T $AAPL $N $M $O (01:30 pm) #stocks #finance #stockmarket #StockPicks,,,,,[],https://twitter.com/BoardCentral/status/7306095583
NY GreenTech Meetup,@tweetgreentech,2010-01-02T19:18:55.000Z,"NY GreenTech Meetup
@tweetgreentech
·
Jan 2, 2010","Apple COO Tim Cook Said To Be A ""Top Candidate"" For GM CEO Job (AAPL, GM)",,,,,[],https://twitter.com/tweetgreentech/status/7307294022
BoardCentral,@BoardCentral,2010-01-02T18:30:10.000Z,"BoardCentral
@BoardCentral
·
Jan 2, 2010",Web Stock buzz: $PWRM $SGY $AAPL $VTPI $WAMUQ (01:30 pm) #stocks #finance #stockmarket #StockPicks,,,,,[],https://twitter.com/BoardCentral/status/7306094893
Cash From Wine,@cashfromwine,2010-01-02T19:09:26.000Z,"Cash From Wine
@cashfromwine
·
Jan 2, 2010","Dalai Lama iPhone apps not available in China: IntoMobile (blog)
Apple (NSDQ: AAPL) is joining the likes of Goo.. http://bit.ly/8BBxRd",,,,,[],https://twitter.com/cashfromwine/status/7307062890
BoardCentral,@BoardCentral,2010-01-02T17:00:32.000Z,"BoardCentral
@BoardCentral
·
Jan 2, 2010","$AAPL ""Apple COO Tim Cook Said To Be A"" on ADFN InvestorsHub message boards: http://bit.ly/82Vjuy",,,,,[],https://twitter.com/BoardCentral/status/7303912967
Interactive Advisors,@ia_updates,2010-01-02T23:46:27.000Z,"Interactive Advisors
@ia_updates
·
Jan 2, 2010",jc1063 ($GOOG $AAPL) - Google poised to expand into the cell market? http://www.covestor.com/bp444487,,,,,[],https://twitter.com/ia_updates/status/7313761953
Sebastian,@SebWilk,2010-01-02T12:07:42.000Z,"Sebastian
@SebWilk
·
Jan 2, 2010","@macXperts
: Tja, hinterher ist man immer schlauer...hätte man doch bloß vor ein paar Jahren #AAPL gekauft.",,,,,[],https://twitter.com/SebWilk/status/7298167192
brad franklin,@bradfranklin,2010-01-02T21:03:03.000Z,"brad franklin
@bradfranklin
·
Jan 2, 2010",Ford to offer iTunes tagging in their cars http://tinyurl.com/yfsbn2a $F $AAPL,,,,,[],https://twitter.com/bradfranklin/status/7309769540
sanebull,@sanebull,2010-01-02T22:01:04.000Z,"sanebull
@sanebull
·
Jan 2, 2010","Sat Jan 02 2010 most active symbols 
$aapl(1),$gdp(1),$sni(1),$aig(1),$grvy(1)
http://tinyurl.com/yemsxpw",,,,,[],https://twitter.com/sanebull/status/7311144598
Realtime gadget news,@allgadgetnews,2010-01-02T05:34:53.000Z,"Realtime gadget news
@allgadgetnews
·
Jan 2, 2010",The Decade in Tech Stocks: Hope You Had GOOG and AAPL [Y2k10]  - http://tinyurl.com/ya8xjv5,,,,,[],https://twitter.com/allgadgetnews/status/7291370074
jonnolz,@jonnolz,2010-01-02T23:41:02.000Z,"jonnolz
@jonnolz
·
Jan 2, 2010","what will be the best stocks in 2010...i think riding the mobile internet wave is a good place to start (rfmd, rimm, aapl, swks, etc.)",,,,,[],https://twitter.com/jonnolz/status/7313622364
Michael K. Dawson,@MKDdisrupts,2010-01-02T18:24:55.000Z,"Michael K. Dawson
@MKDdisrupts
·
Jan 2, 2010","@attitrade
 I will be one of those shelling out eight big ones for the iThingy, but will wait a couple of months for the early reviews. $AAPL",,,,,[],https://twitter.com/MKDdisrupts/status/7305967358
chiefminister,@chiefminister,2010-01-02T17:21:40.000Z,"chiefminister
@chiefminister
·
Jan 2, 2010",The Decade in Tech Stocks: Hope You Had GOOG and AAPL [Y2k10] http://bit.ly/4EJJnf,,,,,[],https://twitter.com/chiefminister/status/7304429781
entrepreneur111,@entrepreneur111,2010-01-02T17:16:51.000Z,"entrepreneur111
@entrepreneur111
·
Jan 2, 2010",Dalai Lama iPhone apps not available in China: Apple (NSDQ: AAPL) is joining the likes of Google (NSDQ: GOOG) and Y... http://bit.ly/6ZyGPl,,,,,[],https://twitter.com/entrepreneur111/status/7304311653
Lars Tong Strömberg,@tongstromberg,2010-01-02T22:03:30.000Z,"Lars Tong Strömberg
@tongstromberg
·
Jan 2, 2010","$GOOG and $AAPL to compete even in this area? RT 
@mashable
 Google Tablet: HTC To Launch Apple iSlate Rival http://bit.ly/6VKneG",,,,,[],https://twitter.com/tongstromberg/status/7311204876
Malinga Fernando,@mafernando,2010-01-02T05:15:25.000Z,"Malinga Fernando
@mafernando
·
Jan 2, 2010","RT 
@daringfireball
 : ""I think The Tablet is nothing short of Apple’s reconception of personal computing"" : http://✪df.ws/edh $AAPL",,,,,[],https://twitter.com/mafernando/status/7290893452
Arthur Kreitman,@akreitman,2010-01-02T17:51:37.000Z,"Arthur Kreitman
@akreitman
·
Jan 2, 2010","Replying to 
@carlcarrie",,,,,[],https://twitter.com/akreitman/status/7305157511
Richard Tallent,@richardtallent,2010-01-02T15:15:19.000Z,"Richard Tallent
@richardtallent
·
Jan 2, 2010","@AppleInvestor
: MossPuppet wrong. 3G chips cheap, last thing AT&T wants is more iTraffic, and AAPL needs to experiment with other providers.",,,,,[],https://twitter.com/richardtallent/status/7301515145
Zen Poolmaster,@ZenPoolMaster,2010-01-02T01:51:29.000Z,"Zen Poolmaster
@ZenPoolMaster
·
Jan 1, 2010",Decomposing the Apple (AAPL) iTablet Rumor Mill http://bit.ly/8jxc1X,,,,,[],https://twitter.com/ZenPoolMaster/status/7285713453
violinantique,@violinantique,2010-01-02T09:58:07.000Z,"violinantique
@violinantique
·
Jan 2, 2010","The Decade in Tech Stocks: Hope You Had GOOG and AAPL [Y2k10]:  Turns out it was a tough decade for tech companies. 
 http://bit.ly/7zBbTV",,,,,[],https://twitter.com/violinantique/status/7296323723
StockAAPL,@StockAAPL,2010-01-02T23:46:49.000Z,"StockAAPL
@StockAAPL
·
Jan 2, 2010","QuoteRSS.com: AAPL: 210.732 at 4:00pm 12/31/2009: 
AAPL  Last 
210.732 Change 
-0.908  % Change 
-0.43%  Volume 
12586097  Last ...",,,,,[],https://twitter.com/StockAAPL/status/7313771088
BloggingStocks,@BloggingStocks,2010-01-02T18:39:45.000Z,"BloggingStocks
@BloggingStocks
·
Jan 2, 2010","Apple's Tablet Target: 10 Million in 2010 - Filed under: Google (GOOG), Apple Inc (AAPL), Hewlett-Packard (HPQ), Am... http://ow.ly/16fOWz",,,,,[],https://twitter.com/BloggingStocks/status/7306330272
StockAAPL,@StockAAPL,2010-01-02T23:15:53.000Z,"StockAAPL
@StockAAPL
·
Jan 2, 2010","Tech Stock #2: Apple (AAPL): 
Tech Stock #2: Apple (AAPL)
BloggingStocks - 4 hours ago 
It's easy to see why Apple ... http://bit.ly/8dR...",,,,,[],https://twitter.com/StockAAPL/status/7312982588
MarketSeasons.com,@marketseasons,2010-01-02T21:38:08.000Z,"MarketSeasons.com
@marketseasons
·
Jan 2, 2010",Apple (AAPL) has been up 9 out of the last 10 Januarys and is looking like it is forming a good setup now. http://www.marketseasons.com,,,,,[],https://twitter.com/marketseasons/status/7310599785
wtfmarket.com,@wtfmarket,2010-01-02T00:08:06.000Z,"wtfmarket.com
@wtfmarket
·
Jan 1, 2010",#AAPL #iPhone #Large Caps #Stocks #Tech,,,,,[],https://twitter.com/wtfmarket/status/7283193886
deeje,@deeje,2010-01-02T18:55:25.000Z,"deeje
@deeje
·
Jan 2, 2010","If $AAPL does announce a new device this month, will they deliver an emulator right away so we can start developing for its new UI?",,,,,[],https://twitter.com/deeje/status/7306712677
Ernie Varitimos,@MarketEducation,2010-01-02T01:51:27.000Z,"Ernie Varitimos
@MarketEducation
·
Jan 1, 2010",Decomposing the Apple (AAPL) iTablet Rumor Mill http://bit.ly/8jxc1X,,,,,[],https://twitter.com/MarketEducation/status/7285712459
toknews,@tok_biz,2010-01-02T18:44:56.000Z,"toknews
@tok_biz
·
Jan 2, 2010",http://bit.ly/8va7t7 Tech Stock #2: Apple (AAPL),,,,,[],https://twitter.com/tok_biz/status/7306455590
Andrew Cica,@andrewdin,2010-01-02T21:15:07.000Z,"Andrew Cica
@andrewdin
·
Jan 2, 2010",Tech Stock #2: Apple (AAPL) - BloggingStocks (blog)... http://tinyurl.com/y9cgmjb,,,,,[],https://twitter.com/andrewdin/status/7310055391
Ernie Varitimos,@newsgratr,2010-01-02T01:50:07.000Z,"Ernie Varitimos
@newsgratr
·
Jan 1, 2010",Decomposing the Apple (AAPL) iTablet Rumor Mill http://bit.ly/8jxc1X,,,,,[],https://twitter.com/newsgratr/status/7285679071
Ernie Varitimos,@InvestorSearch,2010-01-02T01:51:26.000Z,"Ernie Varitimos
@InvestorSearch
·
Jan 1, 2010",Decomposing the Apple (AAPL) iTablet Rumor Mill http://bit.ly/8jxc1X,,,,,[],https://twitter.com/InvestorSearch/status/7285711983
thestockman.org,@st0ckman,2010-01-02T13:44:28.000Z,"thestockman.org
@st0ckman
·
Jan 2, 2010","2010 Actives Outlook: Options vs. Stock (AAPL, BAC, RIMM, XOM, PFE, CSCO, INTC, GLD, SLV): 2010 is here and we wanted to take a look...  ⨀",,,,,[],https://twitter.com/st0ckman/status/7299721104
Revenue Spark,@revenue_spark,2010-01-02T04:31:38.000Z,"Revenue Spark
@revenue_spark
·
Jan 1, 2010","Apple COO Tim Cook Said To Be A ""Top Candidate"" For GM CEO Job (AAPL, GM) http://bit.ly/4Lx3E3",,,,,[],https://twitter.com/revenue_spark/status/7289799186
Sustainable Capital,@sustaincapital,2010-01-02T04:31:42.000Z,"Sustainable Capital
@sustaincapital
·
Jan 1, 2010","Apple COO Tim Cook Said To Be A ""Top Candidate"" For GM CEO Job (AAPL, GM) http://bit.ly/4Lx3E3",,,,,[],https://twitter.com/sustaincapital/status/7289800728
Eric Elliston,@ericelliston,2010-01-02T14:35:23.000Z,"Eric Elliston
@ericelliston
·
Jan 2, 2010","E-Commerce News: AAPL Financial: A New Year, a New Record and a ... http://bit.ly/89QBuO",,,,,[],https://twitter.com/ericelliston/status/7300684710
StockAAPL,@StockAAPL,2010-01-02T23:46:49.000Z,"StockAAPL
@StockAAPL
·
Jan 2, 2010","Tech Stock #2: Apple (AAPL): The company's iPod and iTunes lead the digital music industry, and the iPhone .. http://bit.ly/8dRs57: Tech...",,,,,[],https://twitter.com/StockAAPL/status/7313771138
Simon Says,@Options_Experts,2010-01-02T19:21:14.000Z,"Simon Says
@Options_Experts
·
Jan 2, 2010","DAILY EARNINGS UPDATES: Apple Computer (AAPL) earnings will be released this Wednesday, Janaury 20th, after the close. Tablet...",,,,,[],https://twitter.com/Options_Experts/status/7307349672
Jerry Warner,@JerryPromoGuy,2010-01-02T22:26:26.000Z,"Jerry Warner
@JerryPromoGuy
·
Jan 2, 2010",Tech Stock #2: Apple (AAPL) http://bit.ly/8dRs57,,,,,[],https://twitter.com/JerryPromoGuy/status/7311756345
Eco_Feed,@Eco_Feed,2010-01-02T15:04:42.000Z,"Eco_Feed
@Eco_Feed
·
Jan 2, 2010","Bstocks: Five Tech Stocks That Are Worth Every Penny: Filed under: Apple Inc (AAPL), Amazon.com (AMZN), Internationa... http://cli.gs/6HLrn",,,,,[],https://twitter.com/Eco_Feed/status/7301290398
BloggingStocks,@BloggingStocks,2010-01-02T19:29:25.000Z,"BloggingStocks
@BloggingStocks
·
Jan 2, 2010","Tech Stock #2: Apple (AAPL) - Filed under: Apple Inc (AAPL), Stocks to Buy, TechnologyIt's easy to see why Apple (A... http://ow.ly/16fPNE",,,1,1,[],https://twitter.com/BloggingStocks/status/7307545691
DomainNews,@domainnews_,2010-01-02T01:12:48.000Z,"DomainNews
@domainnews_
·
Jan 1, 2010",Apple (AAPL) To Hit $253 http://bit.ly/5jZnIZ,,,,,[],https://twitter.com/domainnews_/status/7284751347
Andrew Shebanow,@Shebanator,2010-01-02T18:39:32.000Z,"Andrew Shebanow
@Shebanator
·
Jan 2, 2010","Replying to 
@om",,,,,[],https://twitter.com/Shebanator/status/7306325183
1CASTUSNews,@1CastUSnews,2010-01-02T23:39:47.000Z,"1CASTUSNews
@1CastUSnews
·
Jan 2, 2010",Apple's iSlate Slated for January? (1/2) #1CAST: News about: Apple Incorporated(AAPL)/Computer Hardware Dell In.. http://bit.ly/4UA4Lp,,,,,[],https://twitter.com/1CastUSnews/status/7313589480
Serial Start,@SerialStart,2010-01-02T00:49:15.000Z,"Serial Start
@SerialStart
·
Jan 1, 2010",Domain News: Apple (AAPL) To Hit $253 http://bit.ly/5NxYhX #dn,,,,,[],https://twitter.com/SerialStart/status/7284179081
Stock Market Girl,@Stocks_Options_,2010-01-02T22:57:25.000Z,"Stock Market Girl
@Stocks_Options_
·
Jan 2, 2010","Tech Stock #2: Apple (AAPL): 
Tech Stock #2: Apple (AAPL)
BloggingStocks - 4 hours ago 
It's easy to see why Apple ... http://bit.ly/8dRs57",,,,,[],https://twitter.com/Stocks_Options_/status/7312519698
richardsprague.eth,@sprague,2010-01-02T09:58:29.000Z,"richardsprague.eth
@sprague
·
Jan 2, 2010","@extensions_th
 AAPL is a religion. MSFT is a machine. Only a messiah can reinvent religion. Reinvent machines: just point a new direction.",,,,,[],https://twitter.com/sprague/status/7296328741
Gear Journal,@gearjournal,2010-01-02T17:16:50.000Z,"Gear Journal
@gearjournal
·
Jan 2, 2010",Dalai Lama iPhone apps not available in China: Apple (NSDQ: AAPL) is joining the likes of Google (NSDQ: GOOG) and Y... http://bit.ly/6ZyGPl,,,,,[],https://twitter.com/gearjournal/status/7304311107
VolumeSpikeInvestor,@VSInvestor,2010-01-02T13:44:25.000Z,"VolumeSpikeInvestor
@VSInvestor
·
Jan 2, 2010","2010 Actives Outlook: Options vs. Stock (AAPL, BAC, RIMM, XOM, PFE, CSCO, INTC, GLD, SLV) http://bit.ly/7x2bYa",,,,,[],https://twitter.com/VSInvestor/status/7299720108
Kontra,@counternotions,2010-01-02T22:32:14.000Z,"Kontra
@counternotions
·
Jan 2, 2010","Replying to 
@Gartenberg",,,,,[],https://twitter.com/counternotions/status/7311897502
BloggingStocks,@BloggingStocks,2010-01-02T15:28:02.000Z,"BloggingStocks
@BloggingStocks
·
Jan 2, 2010","Five Tech Stocks That Are Worth Every Penny - Filed under: Apple Inc (AAPL), Amazon.com (AMZN), International Busin... http://ow.ly/16fMM5",,,,1,[],https://twitter.com/BloggingStocks/status/7301787743
BwhoUR,@BwhoUR,2010-01-02T14:33:05.000Z,"BwhoUR
@BwhoUR
·
Jan 2, 2010","via 
@AppleTrader
: Do you play the stock market, trade AAPL? Then come join AppleInvestor, awesome resource! http://bit.ly/join-appleinvestor",,,,,[],https://twitter.com/BwhoUR/status/7300637538
Darren Miller,@djmphd,2010-01-02T18:09:03.000Z,"Darren Miller
@djmphd
·
Jan 2, 2010","@ldrogen
 Agree. Question is tho will you shell out $ 800 at release for $AAPL or wait a year and spend less? I'm a sucker for gadgets.",,,,,[],https://twitter.com/djmphd/status/7305582219
Mark Collier 柯理怀,@sparkycollier,2010-01-02T05:00:17.000Z,"Mark Collier 柯理怀
@sparkycollier
·
Jan 2, 2010",New fieldrunners maps= lower $GDP. If it runs on iSlate I will short all stocks but $aapl. Makes farmville look like gateway drug. Hide.,,,,,[],https://twitter.com/sparkycollier/status/7290515982
Tom Johansmeyer,@tjohansmeyer,2010-01-02T18:44:07.000Z,"Tom Johansmeyer
@tjohansmeyer
·
Jan 2, 2010","RT 
@BloggingStocks
: Apple's Tablet Target: 10 Million in 2010 http://ow.ly/16fOWz $GOOG $AAPL $AMZN http://myloc.me/2yM3L",,,,,[],https://twitter.com/tjohansmeyer/status/7306435684
The Option Maestro,@option_maestro,2010-01-02T19:03:54.000Z,"The Option Maestro
@option_maestro
·
Jan 2, 2010","Tech Stock #2: Apple (AAPL): 
Tech Stock #2: Apple (AAPL)
BloggingStocks - 24 minutes ago 
It's easy to see why App... http://bit.ly/8dRs57",,,,,[],https://twitter.com/option_maestro/status/7306925633
Seeking Alpha Market News,@MarketCurrents,2010-01-02T23:50:20.000Z,"Seeking Alpha Market News
@MarketCurrents
·
Jan 2, 2010","Just 16 months after its debut, Google's (GOOG) Chrome leapfrog's Apple's (AAPL) Safari to become th... http://seekingalpha.com/n/u99",,,,,[],https://twitter.com/MarketCurrents/status/7313862512
Asymmetric Advisor,@SellerOfOptions,2010-01-02T01:51:25.000Z,"Asymmetric Advisor
@SellerOfOptions
·
Jan 1, 2010",Decomposing the Apple (AAPL) iTablet Rumor Mill http://bit.ly/8jxc1X,,,,,[],https://twitter.com/SellerOfOptions/status/7285711479
richardsprague.eth,@sprague,2010-01-02T09:31:33.000Z,"richardsprague.eth
@sprague
·
Jan 2, 2010","Scary, eerily on-the-mark 
@joewilcox
 summary of MSFT screwups. http://bit.ly/8r5Ov8 . But like AAPL, turnaround can happen fast (via 
@hkanji",,,,,[],https://twitter.com/sprague/status/7295942171
Anton,@derloos,2010-01-02T18:21:43.000Z,"Anton
@derloos
·
Jan 2, 2010","Replying to 
@jsnell",,,,,[],https://twitter.com/derloos/status/7305891478
Ernie Varitimos,@JavaChief,2010-01-02T01:51:26.000Z,"Ernie Varitimos
@JavaChief
·
Jan 1, 2010",Decomposing the Apple (AAPL) iTablet Rumor Mill http://bit.ly/8jxc1X,,,,,[],https://twitter.com/JavaChief/status/7285712171
Jon Ogg,@jonogg,2010-01-02T13:44:28.000Z,"Jon Ogg
@jonogg
·
Jan 2, 2010","2010 Actives Outlook: Options vs. Stock (AAPL, BAC, RIMM, XOM, PFE, CSCO, INTC, GLD, SLV) http://bit.ly/7x2bYa",,,,,[],https://twitter.com/jonogg/status/7299721047
TraderFlorida,@TraderFlorida,2010-01-02T01:00:14.000Z,"TraderFlorida
@TraderFlorida
·
Jan 1, 2010",http://chart.ly/gn8m4a $AAPL - looking very good for higher prices into earnings this month - next entry at 213.00 on vol.,,,,1,[],https://twitter.com/TraderFlorida/status/7284438564
Nineoverten.com - Video Games and So Much More,@uberguineapig,2010-01-02T00:09:03.000Z,"Nineoverten.com - Video Games and So Much More
@uberguineapig
·
Jan 1, 2010","RT: 
@wtfmarket
 #AAPL #iPhone #Large Caps #Stocks #Tech",,,,,[],https://twitter.com/uberguineapig/status/7283216313
Ernie Varitimos,@AppleTrader,2010-01-02T19:49:38.000Z,"Ernie Varitimos
@AppleTrader
·
Jan 2, 2010","Tech Stock #2: Apple (AAPL): Filed under: Apple Inc (AAPL), Stocks to Buy, TechnologyIt's easy to see why Apple.. http://tinyurl.com/ydpryk3",,,,,[],https://twitter.com/AppleTrader/status/7308022540
Ernie Varitimos,@AppleTrader,2010-01-02T19:49:34.000Z,"Ernie Varitimos
@AppleTrader
·
Jan 2, 2010","Apple&#8217;s Tablet Target: 10 Million in 2010: Filed under: Google (GOOG), Apple Inc (AAPL), Hewlett-Packard .. http://tinyurl.com/y8mr6fb",,,,,[],https://twitter.com/AppleTrader/status/7308021227
Ernie Varitimos,@AppleTrader,2010-01-02T15:48:24.000Z,"Ernie Varitimos
@AppleTrader
·
Jan 2, 2010","Five Tech Stocks That Are Worth Every Penny: Filed under: Apple Inc (AAPL), Amazon.com (AMZN), International Bu.. http://tinyurl.com/ygjn99d",,,,,[],https://twitter.com/AppleTrader/status/7302233007
